OBJECTID,ZN,EAST,NORTH,CEAST,CNORTH,KMSQ,STATION,IDO,HA,ID_STRING,ID,SHAPE_AREA,SHAPE_LEN
1522,0,274500,301900,284142,306845,464.601,64001,64001,64,64001,64001,464600937.5,151507.39
1523,0,370200,367100,390452,365583,211.401,68012,68012,68,68012,68012,211400625,142217.0094
1524,0,376500,513100,379231,508220,223.031,76806,76806,76,76806,76806,223030625,109646.2987
1525,0,339500,552750,336395,538938,249.696,76809,76809,76,76809,76809,249695625,114116.1472
1526,0,307000,370950,309230,360665,404.557,66001,66001,66,66001,66001,404556562.5,136559.2189
1527,0,302050,370400,291474,365507,218.518,66002,66002,66,66002,66002,218517812.5,88094.03858
1528,0,386100,363300,394496,365488,142.565,68018,68018,68,68018,68018,142564687.5,100376.8813
1529,0,357550,376300,372195,360227,1352.982,68019,68019,68,68019,68019,1352981875,339315.137
1530,0,344850,371100,351376,364257,148.66,68020,68020,68,68020,68020,148659687.5,95601.14537
1531,0,361550,477750,366219,495008,510.088,72006,72006,72,72006,72006,510088125,169565.0324
1532,0,348850,444700,355409,453069,113.311,72008,72008,72,72008,72008,113310625,66218.73375
1533,0,361550,470100,372825,467577,139.368,72009,72009,72,72009,72009,139368437.5,86883.98808
1265,0,364000,225700,365826,223072,12.884,55027,55027,55,55027,55027,12884375,24109.18831
1266,0,366650,248850,364980,255735,78.1,55028,55028,55,55028,55028,78099687.5,67066.47366
1267,0,341600,224850,334941,231599,355.005,55029,55029,55,55029,55029,355005312.5,125223.3279
1268,0,291000,262000,284730,264722,94.24,55030,55030,55,55030,55030,94239687.5,67348.45417
1269,0,338500,201100,343253,204072,110.223,56015,56015,56,56015,56015,110223125,76895.33188
1270,0,433200,273100,434144,279817,263.527,54004,54004,54,54004,54004,263527187.5,127986.9318
1271,0,341200,314450,310948,306939,2026.776,54005,54005,54,54005,54005,2026775313,337848.1583
1272,0,383000,276800,388302,287265,323.371,54006,54006,54,54006,54006,323371250,130290.6638
1273,0,408650,253600,411025,265693,320.83,54007,54007,54,54007,54007,320829687.5,125513.2774
1274,0,359750,268500,340471,281430,1124.626,54008,54008,54,54008,54008,1124625938,258796.3293
1275,0,420800,250650,425499,239983,316.716,54010,54010,54,54010,54010,316715937.5,113544.6483
1276,0,386850,261950,391724,268881,186.522,54011,54011,54,54011,54011,186522187.5,81887.794
1277,0,347900,438050,354247,438024,39.323,72818,72818,72,72818,72818,39322812.5,41722.10858
1374,0,292000,178250,296021,181579,63.268,58009,58009,58,58009,58009,63268125,45715.43289
1375,0,348300,171550,351545,169293,23.33,52015,52015,52,52015,52015,23330312.5,31212.92027
1426,0,349700,419650,356440,422277,54.179,70005,70005,70,70005,70005,54179062.5,51012.05807
1427,0,331300,519500,331638,515085,41.872,75001,75001,75,75001,75001,41872187.5,48783.63094
1432,0,384500,364400,393994,365348,151.426,68006,68006,68,68006,68006,151425937.5,104754.6988
1534,0,367750,426200,369919,422786,39.048,71013,71013,71,71013,71013,39047500,32820.45815
1535,0,365300,452900,364980,455699,25.032,71015,71015,71,71015,71015,25032187.5,25010.83874
1536,0,385000,455200,381267,468837,206.436,71802,71802,71,71802,71802,206435625,121535.386
1537,0,369750,441100,366801,450333,254.283,71803,71803,71,71803,71803,254282812.5,108016.5783
1542,0,363700,328000,366561,330205,10.929,54062,54062,54,54062,54062,10929375,24494.11255
1278,0,360850,500600,360413,500278,0.537,72820,72820,72,72820,72820,536875,3436.396103
1279,0,229000,217500,229946,224119,36.793,60004,60004,60,60004,60004,36793125,45888.2251
1280,0,200500,234900,204160,233808,28.761,61003,61003,61,61003,61003,28760625,25727.56493
1281,0,194200,218400,195054,226996,195.762,61004,61004,61,61004,61004,195762187.5,107106.5278
1282,0,224450,241650,248977,248169,897.598,62001,62001,62,62001,62001,897597812.5,275803.7932
1283,0,243300,240650,259932,253697,517.589,62002,62002,62,62002,62002,517589062.5,210063.7391
1284,0,259050,277300,271973,274219,170.103,63001,63001,63,63001,63001,170102812.5,110547.592
1285,0,260100,280350,274413,283210,181.872,63002,63002,63,63002,63002,181872187.5,113176.8813
1286,0,344250,371400,351339,364298,149.513,68002,68002,68,68002,68002,149513125,95169.34342
1287,0,366750,371800,383420,363584,412.454,68003,68003,68,68003,68003,412453750,176816.1472
1288,0,367400,355200,374926,352292,90.089,68004,68004,68,68004,68004,90089062.5,65951.3979
1289,0,362100,490100,362069,503052,219.89,72804,72804,72,72804,72804,219890000,100354.2677
1290,0,358600,468400,369150,466039,230.68,72807,72807,72,72807,72807,230680312.5,101158.8618
1376,0,193750,50600,195468,56650,65.068,48012,48012,48,48012,48012,65068125,44576.09307
1377,0,368150,169900,371787,175081,47.579,53017,53017,53,53017,53017,47578750,41232.59018
1433,0,369700,375700,375825,376264,148.342,68007,68007,68,68007,68007,148342187.5,109607.0328
1434,0,365050,353450,364492,345443,353.598,68008,68008,68,68008,68008,353598125,162839.549
1435,0,328050,388000,328767,385448,18.008,68010,68010,68,68010,68010,18007500,23913.35137
1436,0,479664,484039,479650,484150,66.2,27095,27095,27,27095,27095,66205312.5,51824.1901
1590,0,176850,52900,178502,51383,16.079,49005,49005,49,49005,49005,16079062.5,26513.78246
1591,0,351250,440550,356444,444791,31.507,72007,72007,72,72007,72007,31507187.5,33190.73773
1592,0,268000,671600,268861,668525,34.763,84023,84023,84,84023,84023,34762500,46747.66594
1291,0,337100,486350,335771,502240,241.866,73001,73001,73,73001,73001,241865937.5,124434.5977
1292,0,350850,487400,350610,499237,212.238,73005,73005,73,73005,73005,212237500,102605.7395
1293,0,307400,523750,308196,520668,26.82,75010,75010,75,75010,75010,26820312.5,27540.12806
1294,0,294400,285550,287628,290042,57.024,54013,54013,54,54013,54013,57023750,54600.35713
1295,0,316550,295800,300198,289854,574.55,54014,54014,54,54014,54014,574550312.5,180169.2695
1296,0,392700,246250,395417,258055,158.311,54015,54015,54,54015,54015,158310625,99248.02307
1297,0,358900,314150,351700,328761,261.945,54016,54016,54,54016,54016,261944687.5,144945.8676
1378,0,177450,41250,173849,42260,33.615,48803,48803,48,48803,48803,33615000,34539.69696
1379,0,218100,70700,218031,73516,12.858,48811,48811,48,48811,48811,12858125,22411.26984
1380,0,453100,83500,451773,79481,24.311,101005,101005,101,101005,101005,24310625,31099.1378
1437,0,291500,208150,294645,214980,65.318,58006,58006,58,58006,58006,65317500,45753.91052
1438,0,109900,897100,111176,897141,10.644,106002,106002,106,106002,106002,10643750,18057.71645
1439,0,76700,834750,79640,834379,13.808,106003,106003,106,106003,106003,13807812.5,20755.20382
1440,0,257450,350200,259081,351853,6.555,65014,65014,65,65014,65014,6555312.5,13943.07179
1596,0,304300,206800,302337,214029,111.248,57015,57015,57,57015,57015,111247500,61777.3124
1597,0,305950,211550,304712,215948,33.67,57016,57016,57,57016,57016,33669687.5,40405.81349
1298,0,284550,287250,282914,287310,3.222,54092,54092,54,54092,54092,3222187.5,9913.782464
1299,0,359200,312300,363754,325596,851.641,54012,54012,54,54012,54012,851640625,245463.308
1300,0,315000,520500,312705,520100,21.627,75801,75801,75,75801,75801,21627187.5,28469.41738
1301,0,384950,381500,391561,374341,68.383,69012,69012,69,69012,69012,68382500,64619.59595
1302,0,364550,304400,330755,312324,3722.672,54095,54095,54,54095,54095,3722671250,533701.4898
1303,0,310400,220600,307738,218430,24.357,56016,56016,56,56016,56016,24357187.5,24960.22907
1381,0,338750,545000,341342,540125,63.086,76019,76019,76,76019,76019,63086250,45019.59595
1382,0,357850,513450,358557,512600,3.923,76805,76805,76,76805,76805,3922812.5,11494.54365
1383,0,200700,49500,200235,53211,30.242,48008,48008,48,48008,48008,30241562.5,33645.15331
1441,0,244000,352350,250282,352136,46.753,65015,65015,65,65015,65015,46753437.5,42483.63094
1442,0,260900,357900,262698,356770,10.324,65801,65801,65,65801,65801,10324062.5,19445.15331
1443,0,373850,165150,385595,166482,1621.884,53022,53022,53,53022,53022,1621883750,306505.9487
1444,0,390300,164100,393365,180076,668.303,53001,53001,53,53001,53001,668303125,189847.8751
1445,0,390750,160550,397341,157744,153.331,53002,53002,53,53002,53002,153330625,80652.18613
1446,0,375200,165100,385657,166496,1612.177,53003,53003,53,53003,53003,1612176563,310851.9642
1447,0,364800,164750,357938,160243,128.869,53004,53004,53,53004,53004,128868750,81448.02307
1448,0,376350,161100,368322,155845,147.266,53005,53005,53,53005,53005,147266250,74545.94155
1449,0,336050,401400,340882,396642,113.528,69033,69033,69,69033,69033,113528125,61675.23087
1452,0,435094,492105,435100,492100,158.2,27094,27094,27,27094,27094,158208125,97906.60172
1455,0,280150,358050,278213,352120,340.116,66011,66011,66,66011,66011,340115937.5,140788.5083
1456,0,393700,395350,399515,403927,115.847,69041,69041,69,69041,69041,115846875,81965.18036
1457,0,207250,215300,208852,224687,181.874,61002,61002,61,61002,61002,181874062.5,87839.623
1463,0,335650,341300,303729,339986,1028.606,67002,67002,67,67002,67002,1028605625,274067.8282
1543,0,346200,333400,348493,336072,19.855,54818,54818,54,54818,54818,19854687.5,28684.49314
1544,0,377550,278300,336320,310265,4279.615,54881,54881,54,54881,54881,4279615000,582192.6586
1545,0,340350,273900,327987,280268,439.953,54887,54887,54,54887,54887,439952500,122522.0346
1546,0,382900,276850,388305,287270,323.223,54906,54906,54,54906,54906,323223437.5,130934.5977
1547,0,408650,253600,411025,265693,320.83,54907,54907,54,54907,54907,320829687.5,125513.2774
1548,0,353500,209000,326458,248084,4046.102,55001,55001,55,55001,55001,4046100938,550227.0472
1549,0,394000,416550,395332,417716,14.777,69047,69047,69,69047,69047,14777187.5,22215.86399
1550,0,361350,504100,363169,505390,135.488,72010,72010,72,72010,72010,135487812.5,80494.03858
1551,0,379750,410900,381047,420800,156.553,69035,69035,69,69035,69035,156553125,79135.02884
1552,0,362850,388350,385814,397949,2027.088,69037,69037,69,69037,69037,2027087500,324624.3253
1553,0,347600,412550,355863,408691,189.782,70002,70002,70,70002,70002,189782187.5,100651.755
1554,0,358600,406000,360884,412431,67.721,70003,70003,70,70003,70003,67720937.5,70496.98231
1555,0,363950,491100,372444,490983,194.085,72011,72011,72,72011,72011,194084687.5,82086.06961
1556,0,361200,502900,363047,505308,140.829,72015,72015,72,72015,72015,140829062.5,79069.77452
1557,0,351350,464800,366373,482679,992.159,72803,72803,72,72803,72803,992159375,245437.3196
1558,0,303750,530500,321059,523738,661.929,75002,75002,75,75002,75002,661928437.5,179962.5198
1559,0,319900,532100,327779,521980,363.043,75003,75003,75,75003,75003,363043437.5,145588.5083
1560,0,316600,237600,312746,232033,131.628,55025,55025,55,55025,55025,131628125,73499.49494
1304,0,301150,211150,300256,215965,44.049,57002,57002,57,57002,57002,44049062.5,39915.00179
1305,0,267000,341400,270977,343369,78.559,65002,65002,65,65002,65002,78558750,53873.14934
1384,0,395550,173000,401464,172406,99.461,53013,53013,53,53013,53013,99461250,61316.65222
1385,0,380250,139900,380003,139394,1.211,53016,53016,53,53016,53016,1211250,6819.238816
1386,0,267750,139900,269063,141414,18.025,50013,50013,50,50013,50013,18025312.5,22433.02128
1450,0,300350,230400,297636,238410,63.537,56013,56013,56,56013,56013,63536875,54483.19985
1451,0,501852,456079,501850,456100,53.33,26013,26013,26,26013,26013,53335625,44158.93578
1593,0,282800,667850,284638,667898,18.635,84024,84024,84,84024,84024,18635000,26140.55916
1594,0,345650,386450,345240,389399,50.133,69031,69031,69,69031,69031,50133125,44012.48917
1306,0,277150,234350,281413,241033,63.703,60005,60005,60,60005,60005,63702500,54781.11832
1387,0,337900,329800,339011,333239,39.209,54068,54068,54,54068,54068,39208750,39189.0873
1388,0,336050,118800,334329,113225,87.407,52004,52004,52,52004,52004,87406875,53071.06781
1389,0,320600,125000,310310,124175,203.652,52005,52005,52,52005,52005,203651562.5,100203.2269
1390,0,357350,116200,359792,112725,216.399,52006,52006,52,52006,52006,216399062.5,122651.755
1391,0,362900,331450,372026,336282,95.722,54044,54044,54,54044,54044,95721875,71604.52019
1392,-1,345950,369700,342515,371639,61.392,205020,205020,205,205020,205020,61403004.91,53539.56767
1393,-1,314250,359050,321053,351174,206.822,205029,205029,205,205029,205029,206948726.7,109666.8354
1394,0,283550,645300,293280,631850,1093.12,84003,84003,84,84003,84003,1093120000,258328.4884
1453,0,201950,746850,206373,749264,65.744,90002,90002,90,90002,90002,65743750,51558.93578
1454,-1,352400,381800,352518,378491,22.686,205015,205015,205,205015,205015,22685274.97,30347.446
1598,0,276500,662600,281258,665654,68.523,84027,84027,84,84027,84027,68523125,56924.6212
1599,0,337100,504200,335219,508087,59.509,73013,73013,73,73013,73013,59509375,42856.85425
1307,0,386700,286150,393585,284502,88.863,54063,54063,54,54063,54063,88862812.5,57275.66197
1308,0,356400,324000,350547,330863,213.213,54065,54065,54,54065,54065,213213125,104491.526
1309,0,284300,287750,283142,288978,3.458,54091,54091,54,54091,54091,3458437.5,10794.54365
1310,0,210650,83900,211576,86652,12.52,49006,49006,49,49006,49006,12520000,18747.66594
1395,0,167600,31100,168393,33701,26.495,48801,48801,48,48801,48801,26495000,31484.06204
1396,0,279100,192950,284990,197289,81.631,58004,58004,58,58004,58004,81630937.5,61060.58621
1458,0,289100,185500,286685,190142,51.001,58007,58007,58,58007,58007,51000625,39208.32611
1459,0,407650,264000,404267,270356,92.272,54107,54107,54,54107,54107,92271562.5,55212.92027
1561,0,271200,226550,275118,222574,78.86,60009,60009,60,60009,60009,78860312.5,53243.42892
1562,0,382450,398750,380927,414600,552.183,69002,69002,69,69002,69002,552183125,170912.3412
1563,0,293150,336000,286121,340438,110.974,67019,67019,67,67019,67019,110974062.5,69971.85604
1564,0,358900,430400,376535,447200,1144.701,71001,71001,71,71001,71001,1144700625,304967.3232
1565,0,372900,436050,383071,434454,317.443,71004,71004,71,71004,71004,317443125,117438.3297
1566,0,253700,230100,262038,239781,243.004,60013,60013,60,60013,60013,243003750,102387.72
1567,0,265750,224000,276653,238720,580.874,60016,60016,60,60016,60016,580873750,195969.1955
1568,0,313050,528100,316121,520976,116.162,75004,75004,75,75004,75004,116161562.5,73450.5357
1569,0,325200,523850,330426,519656,237.252,75005,75005,75,75005,75005,237251875,101759.2929
1570,0,351700,493150,350452,500549,183.19,73012,73012,73,73012,73012,183190312.5,90461.80554
1571,0,328550,524250,333183,522357,146.998,75009,75009,75,75009,75009,146997812.5,85564.74926
1572,0,272950,323300,273096,329484,136.678,64003,64003,64,64003,64003,136678437.5,82081.90655
1573,0,282550,304750,289092,301915,106.781,64004,64004,64,64004,64004,106780937.5,83831.29689
1574,0,272900,317950,279190,320336,109.081,64005,64005,64,64005,64005,109081250,64809.54544
1575,0,339050,571800,338721,591940,848.749,77001,77001,77,77001,77001,848748750,218336.9624
1576,0,339700,575050,331205,593559,495.415,77002,77002,77,77002,77002,495415000,163370.9199
1577,0,341450,575950,350114,591271,319.293,77003,77003,77,77003,77003,319293437.5,123228.7103
1311,0,351500,496100,349717,503263,34.694,73009,73009,73,73009,73009,34693750,48555.99205
1312,0,333850,488600,333649,492340,31.868,73802,73802,73,73802,73802,31867812.5,33620.88924
1313,0,305300,190950,296994,196345,102.694,57006,57006,57,57006,57006,102694375,63090.30663
1314,0,308900,195150,304645,209135,193.845,57007,57007,57,57007,57007,193845312.5,99834.59774
1315,0,322450,182100,315340,195333,185.604,57008,57008,57,57008,57008,185604062.5,116918.6598
1316,0,312100,177050,305560,182027,146.446,57009,57009,57,57009,57009,146446250,78206.60172
1317,0,309600,538400,319585,538599,102.565,75017,75017,75,75017,75017,102565312.5,66455.56095
1318,0,292800,264550,286480,267070,183.775,55032,55032,55,55032,55032,183775000,84289.44443
1397,0,263150,306600,269101,309379,74.929,64002,64002,64,64002,64002,74929375,58127.56493
1398,0,240000,340350,239276,343241,19.419,65005,65005,65,65005,65005,19419062.5,26027.99603
1460,0,154900,34200,159918,32471,48.577,49002,49002,49,49002,49002,48576875,41905.38239
1461,0,339150,398350,341518,396197,96.612,69032,69032,69,69032,69032,96611562.5,56958.50468
1595,0,349850,417950,357085,416864,81.415,70004,70004,70,70004,70004,81415000,61289.44443
1319,0,289800,145850,287467,143162,20.385,51002,51002,51,51002,51002,20385312.5,24133.02128
1320,0,284400,282500,281567,284221,27.252,55010,55010,55,55010,55010,27251562.5,28640.12806
1321,0,453650,83750,454926,80886,16.935,101006,101006,101,101006,101006,16934687.5,22653.12229
1399,0,291450,286750,286983,290640,49.15,54051,54051,54,54051,54051,49150000,46381.11832
1400,0,281953,316316,281950,316300,5.35,64011,64011,64,64011,64011,5350937.5,11870.27958
1401,0,398561,464970,398500,465000,215.18,27096,27096,27,27096,27096,215183437.5,96090.23266
1402,0,262300,212650,261875,215990,46.9,59002,59002,59,59002,59002,46900000,44322.53967
1462,0,179750,637650,177154,643890,58.838,88001,88001,88,88001,88001,58838437.5,59234.24061
1464,0,297500,353900,297273,356837,22.436,67003,67003,67,67003,67003,22436250,25154.77272
1538,0,350350,436400,355055,438299,33.193,72817,72817,72,72817,72817,33192812.5,34766.47366
1539,0,329550,1025250,332853,1022997,19.603,107001,107001,107,107001,107001,19603437.5,24093.68145
1540,0,439450,1153000,439908,1156368,12.706,108001,108001,108,108001,108001,12705937.5,20965.25433
1541,0,354250,677200,352060,676882,3.582,20009,20009,20,20009,20009,3581562.5,11358.14755
1322,0,362900,331500,359575,335174,38.496,54052,54052,54,54052,54052,38495625,41110.40764
1323,0,351000,275200,353510,286718,162.809,54053,54053,54,54053,54053,162809062.5,89699.06384
1324,0,345450,279000,341907,291175,227.534,54054,54054,54,54054,54054,227534062.5,122057.9996
1325,0,366400,272400,364336,282264,128.513,54055,54055,54,54055,54055,128513437.5,80721.24638
1326,0,339350,278600,330088,284277,194.52,54056,54056,54,54056,54056,194520000,86620.81528
1327,0,384500,227900,369150,284667,9885.469,54057,54057,54,54057,54057,9885467500,1013149.574
1328,0,310450,268300,309349,277927,110.319,55011,55011,55,55011,55011,110319375,76587.3629
1329,0,299550,250750,289404,250198,246.658,55012,55012,55,55012,55012,246657500,106232.0851
1330,0,343200,319800,344331,322786,22.307,54070,54070,54,54070,54070,22306875,28094.11255
1331,0,299000,285200,291590,284733,174.426,54080,54080,54,54080,54080,174425937.5,108015.3589
1332,0,340300,322300,336128,330247,155.871,54047,54047,54,54047,54047,155870937.5,90749.6735
1333,0,430850,265450,444252,263992,367.11,54049,54049,54,54049,54049,367110000,125320.8153
1334,0,348500,238750,306152,255939,1894.26,55002,55002,55,55002,55002,1894259688,449661.0046
1403,-1,319750,385400,319308,389737,22.496,203046,203046,203,203046,203046,22509473.16,25052.69477
1404,-1,323100,389200,322047,392745,18.72,203047,203047,203,203047,203047,18729918.27,26505.96651
1405,-1,331750,372350,330591,371140,13.962,205101,205101,205,205101,205101,13967887.98,22078.97606
1465,0,245500,213700,250966,215682,46.537,60015,60015,60,60015,60015,46536562.5,46788.6562
1466,0,340800,365900,317403,345371,1800.897,67020,67020,67,67020,67020,1800896875,410397.8318
1467,0,221200,911000,221245,908877,10.575,95004,95004,95,95004,95004,10575312.5,20755.20382
1468,0,225150,946550,231489,940664,112.975,95005,95005,95,95005,95005,112974687.5,73186.9318
1469,0,215450,895350,222454,891987,77.375,95006,95006,95,95006,95006,77375312.5,66718.30265
1470,0,289100,956100,289289,947523,193.727,96001,96001,96,96001,96001,193726562.5,92088.15113
1471,0,271350,956750,260918,936912,474.018,96002,96002,96,96002,96002,474017812.5,186313.1295
1472,0,283600,965150,280908,953653,120.864,96003,96003,96,96003,96003,120863750,82621.67748
1473,0,245300,942900,242594,941764,105.349,96004,96004,96,96004,96004,105349375,84042.13562
1474,0,235700,960100,233914,952937,73.101,96005,96005,96,96005,96005,73100937.5,61548.45417
1475,0,266750,958650,261934,948398,138.754,96006,96006,96,96006,96006,138754375,97383.55698
1476,0,247250,960200,244621,946990,213.7,96007,96007,96,96007,96007,213700000,106497.7705
1477,0,313100,959550,307127,945994,414.477,97002,97002,97,97002,97002,414477187.5,156599.7781
1578,0,312200,359200,309817,351811,96.398,66005,66005,66,66005,66005,96398125,76369.34342
1579,0,295250,371750,290505,364668,191.358,66006,66006,66,66006,66006,191358437.5,75996.98231
1580,0,351700,491950,350521,500147,193.227,73805,73805,73,73805,73805,193226562.5,95013.2774
1581,0,352500,528550,350891,515615,156.107,76004,76004,76,76004,76004,156106875,86327.05986
1582,0,360450,528350,371162,515039,618.218,76005,76005,76,76005,76005,618217500,177178.3838
1583,0,339000,557150,355831,534240,2276.003,76007,76007,76,76007,76007,2276002813,437575.5753
1584,0,348600,558100,359555,566485,333.423,76008,76008,76,76008,76008,333423437.5,149177.2384
1585,0,337800,546850,333631,535947,149.099,76009,76009,76,76009,76009,149099375,84574.36867
1586,0,341200,554500,346103,539272,157.567,76010,76010,76,76010,76010,157566562.5,108374.2947
1587,0,369350,577750,369387,578507,1.63,76011,76011,76,76011,76011,1630000,6114.213562
1588,0,255650,90350,258003,87682,13.489,50005,50005,50,50005,50005,13488750,20947.66594
1589,0,182850,59250,186167,57381,40.823,49004,49004,49,49004,49004,40823437.5,39830.07755
1335,0,391450,189300,387132,192756,79.54,53024,53024,53,53024,53024,79540312.5,57548.45417
1336,0,375750,149100,367967,146969,118.048,53025,53025,53,53025,53025,118048437.5,80041.34739
1337,0,351600,306800,346112,300582,105.443,54101,54101,54,54101,54101,105443125,71467.26189
1338,0,456350,277750,462406,279064,109.586,54102,54102,54,54102,54102,109586250,68748.88527
1339,0,426050,240500,424858,236672,185.157,54106,54106,54,54106,54106,185156562.5,98623.32791
1340,0,414150,261050,416401,266549,140.841,54108,54108,54,54108,54108,140841250,76490.30663
1341,0,248500,220600,268973,235605,1092.398,60010,60010,60,60010,60010,1092397500,233075.4401
1342,0,366000,373800,382942,363868,426.978,68804,68804,68,68804,68804,426978125,182593.9646
1343,0,372750,393600,397398,391948,702.937,69001,69001,69,69001,69001,702936875,216814.4228
1406,0,346100,114450,347217,110232,74.252,52007,52007,52,52007,52007,74252187.5,49505.81349
1407,0,315600,198400,312138,205441,63.563,57014,57014,57,57014,57014,63562812.5,49719.16485
1478,0,374450,233250,373831,237042,19.213,54109,54109,54,54109,54109,19213125,29269.84848
1479,0,227100,742150,222222,742833,49.853,89002,89002,89,89002,89002,49852812.5,42088.6562
1480,0,224250,731900,229046,740571,249.933,89003,89003,89,89003,89003,249932500,116308.1782
1481,-1,308600,389600,313278,407190,707.786,203048,203048,203,203048,203048,708278352.3,183991.065
1482,0,341800,346400,346900,341543,139.291,67016,67016,67,67016,67016,139290625,90642.99782
1483,0,364450,326000,366735,327607,14.381,54058,54058,54,54058,54058,14380937.5,19208.75721
1484,0,335850,204150,308548,224622,931.525,56010,56010,56,56010,56010,931525000,286976.6594
1232,0,243000,221950,240910,229287,131.148,60006,60006,60,60006,60006,131147812.5,76286.9318
1233,0,276150,236250,276709,250235,220.277,60007,60007,60,60007,60007,220277187.5,112358.8618
1234,0,278550,247250,279270,256045,89.276,60008,60008,60,60008,60008,89275625,63616.65222
1235,0,350300,464650,366345,482646,993.986,72001,72001,72,72001,72001,993985937.5,246264.0963
1236,0,346300,441150,354182,445969,273.747,72002,72002,72,72002,72002,273746562.5,115268.0501
1237,0,352900,465350,366471,482804,985.38,72004,72004,72,72004,72004,985379375,240900.9235
1238,0,362200,490650,362069,503090,219.235,72005,72005,72,72005,72005,219235000,99154.26766
1239,0,510650,314850,0,0,0,31002,31002,31,31002,31002,337879687.5,130576.8813
1240,0,0,0,0,0,0,42010,42010,42,42010,42010,339910937.5,158863.0249
1241,0,0,0,0,0,0,52816,52816,52,52816,52816,1316421563,389179.3812
1242,0,0,0,0,0,0,66802,66802,66,66802,66802,694207187.5,204675.8712
1243,0,543700,114950,541081,123637,399.61,41038,41038,41,41038,41038,399609687.5,145344.6483
1244,-1,243750,387200,258362,388122,428.578,201001,201001,201,201001,201001,429331491.9,149388.0879
1245,-1,240550,375800,232141,375415,158.239,201002,201002,201,201002,201002,158598986.9,81274.03064
1246,-1,246050,373050,256785,370602,276.391,201005,201005,201,201005,201005,276891255.3,106657.3763
1247,-1,245900,372200,242577,362808,319.932,201006,201006,201,201006,201006,320601399.1,140328.7815
1248,-1,237250,404750,246002,401613,147.129,201007,201007,201,201007,201007,147418845.8,86521.30121
1249,-1,226500,384250,213774,381721,335.515,201008,201008,201,201008,201008,336391505.7,141323.1945
1250,-1,241850,386650,257981,388070,440.619,201009,201009,201,201009,201009,441396168.1,150685.0244
1251,0,327500,201900,325461,206768,42.245,56017,56017,56,56017,56017,42244687.5,36547.23484
1344,0,255850,673550,251813,677505,30.654,84026,84026,84,84026,84026,30654375,42413.35137
1345,0,229950,59450,227803,64418,38.562,48010,48010,48,48010,48010,38562187.5,47502.86976
1408,0,378050,304650,378418,309335,53.743,54046,54046,54,54046,54046,53743437.5,48161.4484
1409,0,308850,142900,309710,137416,74.233,51001,51001,51,51001,51001,74233125,53066.04256
1410,0,241100,662000,234788,659867,103.158,84017,84017,84,84017,84017,103157500,71830.86579
1485,0,320600,191250,316143,203022,78.621,56011,56011,56,56011,56011,78620937.5,80978.96283
1486,0,266050,121050,274174,128744,326.998,50006,50006,50,50006,50006,326998437.5,114947.592
1487,0,267300,106800,264737,97350,72.226,50007,50007,50,50007,50007,72226250,70114.5707
1488,0,394150,389900,403755,388985,336.655,69009,69009,69,69009,69009,336654687.5,141734.5977
1489,0,361500,242700,364133,252326,143.828,55018,55018,55,55018,55018,143828125,91507.46391
1490,0,381400,168800,380979,174611,99.492,53028,53028,53,53028,53028,99492187.5,72679.82502
1491,0,385400,157950,386578,152687,78.145,53029,53029,53,53029,53029,78144687.5,61146.37264
1492,0,329500,337300,317500,336107,111.722,67005,67005,67,67005,67005,111721875,69843.86002
1493,0,304100,343600,296642,349518,185.475,67006,67006,67,67006,67006,185475312.5,101048.8113
1494,0,315500,342850,295944,340177,729.163,67007,67007,67,67007,67007,729162500,213563.308
1495,0,333550,354050,323013,359066,225.657,67008,67008,67,67008,67008,225657187.5,101568.9123
1496,0,320400,366750,319020,357784,81.601,67009,67009,67,67009,67009,81600937.5,70796.98231
1498,0,277100,191000,284353,196824,89.706,58012,58012,58,58012,58012,89705937.5,69633.37841
1499,0,268550,199800,277705,212027,227.447,59001,59001,59,59001,59001,227446875,105253.4055
1500,0,249150,220350,269002,235627,1090.821,60001,60001,60,60001,60001,1090821250,232063.308
1252,0,277450,126650,282135,128001,53.944,50012,50012,50,50012,50012,53944062.5,48905.81349
1253,0,320950,201450,318912,208278,71.647,56019,56019,56,56019,56019,71647187.5,55724.1901
1346,0,458300,85200,457262,82633,9.327,101007,101007,101,101007,101007,9326875,17897.05627
1347,0,433300,271550,453917,278534,346.061,54019,54019,54,54019,54019,346060937.5,149237.5415
1348,0,343450,319200,337383,328872,188.08,54020,54020,54,54020,54020,188080000,104778.5317
1349,0,285300,287200,283260,288067,8.753,54022,54022,54,54022,54022,8753125,15740.55916
1350,0,296950,267600,291754,277165,164.466,55005,55005,55,55005,55005,164466250,120775.588
1351,0,292650,264500,286477,267071,183.702,55006,55006,55,55006,55006,183701562.5,84174.79977
1352,0,307550,244450,298496,263086,1283.394,55007,55007,55,55007,55007,1283393438,290341.9137
1353,0,282850,283700,281648,285543,10.502,55008,55008,55,55008,55008,10501562.5,16872.36111
1354,0,341900,225100,334939,231602,354.881,55009,55009,55,55009,55009,354881250,124479.3939
1355,0,223800,216050,218990,222327,216.433,60003,60003,60,60003,60003,216433125,94869.34342
1356,0,332800,258500,323593,254543,125.902,55013,55013,55,55013,55013,125902187.5,68817.08332
1357,0,336450,264650,324893,265277,202.541,55014,55014,55,55014,55014,202540625,101430.0036
1664,0,219700,727450,225665,728491,47.035,89005,89005,89,89005,89005,47035000,46940.91629
1665,0,320900,494700,323958,499155,47.052,74008,74008,74,74008,74008,47052187.5,43678.60569
